epoch,train_loss,forecast_mse
0,1.9698801040649414,1.0525232553482056
50,1.5582244396209717,1.0265814065933228
100,1.5708870887756348,1.0259807109832764
150,1.543474793434143,1.0251864194869995
200,1.586493968963623,1.0250517129898071
250,1.5514944791793823,1.025310754776001
300,1.5444111824035645,1.0239673852920532
350,1.5525610446929932,1.0255224704742432
400,1.556154727935791,1.0292630195617676
450,1.5390431880950928,1.0272929668426514
500,1.5401661396026611,1.0272268056869507
550,1.5658063888549805,1.0274920463562012
600,1.55928635597229,1.026480793952942
650,1.516049861907959,1.0282706022262573
700,1.541394829750061,1.0276470184326172
750,1.5710091590881348,1.0352354049682617
800,1.5413110256195068,1.0256470441818237
850,1.5443415641784668,1.0265381336212158
900,1.5406187772750854,1.028623342514038
950,1.5199601650238037,1.0305819511413574
1000,1.5415089130401611,1.0268574953079224
1050,1.5446770191192627,1.0273761749267578
1100,1.5573232173919678,1.0255283117294312
1150,1.533084511756897,1.0279661417007446
1200,1.5273957252502441,1.0274192094802856
1250,1.529919147491455,1.026712417602539
1300,1.5108590126037598,1.0272438526153564
1350,1.5054869651794434,1.0270459651947021
1400,1.5257956981658936,1.0260562896728516
1450,1.5230046510696411,1.0278701782226562
1500,1.4972257614135742,1.0266257524490356
1550,1.4912059307098389,1.0306899547576904
1600,1.5048770904541016,1.030305027961731
1650,1.4711804389953613,1.0278489589691162
1700,1.5350382328033447,1.0268100500106812
1750,1.5040042400360107,1.0309382677078247
1800,1.4747021198272705,1.029412865638733
1850,1.5069407224655151,1.0294815301895142
1900,1.485227108001709,1.028747797012329
1950,1.5113126039505005,1.0289549827575684
2000,1.5070209503173828,1.0316170454025269
2050,1.506479263305664,1.030049204826355
2100,1.5230631828308105,1.031510829925537
2150,1.4646081924438477,1.0288575887680054
2200,1.487051010131836,1.0325515270233154
2250,1.4943902492523193,1.0295156240463257
2300,1.479112148284912,1.028482437133789
2350,1.49941086769104,1.0317493677139282
2400,1.4883253574371338,1.030644416809082
2450,1.475502610206604,1.0301809310913086
2500,1.4532214403152466,1.0339398384094238
2550,1.4648029804229736,1.0303735733032227
2600,1.475418210029602,1.0293217897415161
2650,1.475205659866333,1.031601905822754
2700,1.4862877130508423,1.0320366621017456
2750,1.4716366529464722,1.0311448574066162
2800,1.4542334079742432,1.0308176279067993
2850,1.4812591075897217,1.032487392425537
2900,1.4407222270965576,1.030686378479004
2950,1.4740562438964844,1.0327937602996826
3000,1.481966257095337,1.032698154449463
3050,1.4811725616455078,1.0315935611724854
3100,1.472732424736023,1.0310478210449219
3150,1.4557595252990723,1.0319099426269531
3200,1.4644660949707031,1.0322043895721436
3250,1.4665672779083252,1.0317431688308716
3300,1.4460082054138184,1.031384825706482
3350,1.4598972797393799,1.0307713747024536
3400,1.4714642763137817,1.0314626693725586
3450,1.4638619422912598,1.0316696166992188
3500,1.4604651927947998,1.0307403802871704
3550,1.4534053802490234,1.032309651374817
3600,1.4616833925247192,1.0320675373077393
3650,1.4853315353393555,1.0315258502960205
3700,1.4333083629608154,1.0322473049163818
3750,1.4644956588745117,1.031125545501709
3800,1.4838671684265137,1.031551480293274
3850,1.452177882194519,1.0308709144592285
3900,1.4651470184326172,1.0315139293670654
3950,1.439701795578003,1.0310219526290894
4000,1.420804738998413,1.0315394401550293
4050,1.4429666996002197,1.0317054986953735
4100,1.4856047630310059,1.030646800994873
4150,1.4686369895935059,1.0316789150238037
4200,1.4712016582489014,1.0316344499588013
4250,1.461573600769043,1.0318199396133423
4300,1.4560928344726562,1.0314067602157593
4350,1.4723050594329834,1.0319197177886963
4400,1.476489543914795,1.030962347984314
4450,1.4325995445251465,1.031595230102539
4500,1.4702520370483398,1.0310139656066895
4550,1.4513078927993774,1.0311458110809326
4600,1.443538784980774,1.0319373607635498
4650,1.441270351409912,1.0314953327178955
4700,1.459110975265503,1.0319210290908813
4750,1.4739115238189697,1.0311552286148071
4800,1.442375659942627,1.0312854051589966
4850,1.463686227798462,1.031369924545288
4900,1.4529269933700562,1.0313631296157837
4950,1.4388468265533447,1.03139066696167
4999,1.465125322341919,1.0313915014266968
