epoch,train_loss,forecast_mse
0,1.9176691770553589,1.3654532432556152
50,1.560488224029541,1.0276672840118408
100,1.5651061534881592,1.0262205600738525
150,1.5521295070648193,1.026639699935913
200,1.5515937805175781,1.0272283554077148
250,1.5355827808380127,1.028985857963562
300,1.5297694206237793,1.0276274681091309
350,1.5372071266174316,1.0269336700439453
400,1.5317291021347046,1.0233781337738037
450,1.5299081802368164,1.0236765146255493
500,1.5234614610671997,1.0187679529190063
550,1.5201404094696045,1.0152469873428345
600,1.4977326393127441,1.0128270387649536
650,1.4711596965789795,1.0087974071502686
700,1.4335623979568481,1.005274772644043
750,1.406587839126587,1.0056501626968384
800,1.3736486434936523,1.0080193281173706
850,1.32318913936615,1.0023127794265747
900,1.2352300882339478,1.011133074760437
950,1.1147152185440063,1.010797142982483
1000,1.0519962310791016,1.004563331604004
1050,1.0324352979660034,1.0044915676116943
1100,1.015957236289978,1.0026965141296387
1150,1.0056328773498535,1.0013402700424194
1200,0.9920738935470581,0.9996120929718018
1250,0.980215847492218,1.0082305669784546
1300,0.9604005217552185,1.0007785558700562
1350,0.9405741095542908,0.9965521693229675
1400,0.9111786484718323,1.0058526992797852
1450,0.869408369064331,0.9994145631790161
1500,0.8314751386642456,0.9977237582206726
1550,0.7530680894851685,0.9941126108169556
1600,0.6290229558944702,0.9940529465675354
1650,0.5467441082000732,1.0071191787719727
1700,0.48753994703292847,0.9857398867607117
1750,0.47738897800445557,0.9569845199584961
1800,0.41394323110580444,0.9835481643676758
1850,0.3752407431602478,0.972098708152771
1900,0.35761839151382446,0.9804964661598206
1950,0.34002742171287537,0.9706785678863525
2000,0.30929696559906006,0.9644983410835266
2050,0.29651445150375366,0.9381080865859985
2100,0.2870349586009979,0.9279646873474121
2150,0.26187843084335327,0.9185084700584412
2200,0.2580588757991791,0.9083846807479858
2250,0.25557100772857666,0.8755298852920532
2300,0.24611303210258484,0.8776169419288635
2350,0.24375489354133606,0.857684314250946
2400,0.24433021247386932,0.8423038721084595
2450,0.23831599950790405,0.8259772658348083
2500,0.22906112670898438,0.8215299248695374
2550,0.22908185422420502,0.8015143871307373
2600,0.22431416809558868,0.79994797706604
2650,0.2190481573343277,0.7826310396194458
2700,0.21868391335010529,0.7777172923088074
2750,0.21771232783794403,0.77273029088974
2800,0.20793749392032623,0.7621179223060608
2850,0.20496009290218353,0.7606486082077026
2900,0.19733208417892456,0.7443234920501709
2950,0.20046266913414001,0.7392286658287048
3000,0.1926724761724472,0.7388299703598022
3050,0.1917072832584381,0.7229767441749573
3100,0.19443652033805847,0.7140594720840454
3150,0.19654986262321472,0.6994743943214417
3200,0.18378987908363342,0.6969053745269775
3250,0.19221872091293335,0.689357578754425
3300,0.17860423028469086,0.6730390191078186
3350,0.17736928164958954,0.6749276518821716
3400,0.17649003863334656,0.6652086973190308
3450,0.1712142676115036,0.6531174778938293
3500,0.1995222270488739,0.6546251177787781
3550,0.1688643991947174,0.6469337344169617
3600,0.16115418076515198,0.6421041488647461
3650,0.165444016456604,0.6363484263420105
3700,0.16053621470928192,0.6264978051185608
3750,0.16475273668766022,0.6175012588500977
3800,0.16774854063987732,0.62022465467453
3850,0.18093912303447723,0.604422390460968
3900,0.14898529648780823,0.5901109576225281
3950,0.14434222877025604,0.5722035765647888
4000,0.14185117185115814,0.5559616684913635
4050,0.1367090344429016,0.5480996370315552
4100,0.13702374696731567,0.5319241881370544
4150,0.1378234326839447,0.530137836933136
4200,0.13119208812713623,0.5098755359649658
4250,0.12941937148571014,0.5136184692382812
4300,0.1298380345106125,0.5061348676681519
4350,0.12791644036769867,0.4959074556827545
4400,0.12514424324035645,0.48687463998794556
4450,0.12268686294555664,0.4823317229747772
4500,0.1235317587852478,0.48361989855766296
4550,0.12841954827308655,0.4760088324546814
4600,0.11924993991851807,0.46987831592559814
4650,0.11442694813013077,0.45163702964782715
4700,0.11810895055532455,0.4356670677661896
4750,0.09846077114343643,0.4278944730758667
4800,0.09889788925647736,0.38918742537498474
4850,0.08902975171804428,0.3692624568939209
4900,0.08085254579782486,0.34629207849502563
4950,0.0748291164636612,0.31767597794532776
4999,0.0701734721660614,0.30630940198898315
