epoch,train_loss,forecast_mse
0,1.885674238204956,1.1406701803207397
200,1.8271735906600952,1.0263075828552246
400,1.8054672479629517,1.0292410850524902
600,1.7992299795150757,1.0283267498016357
800,1.7979941368103027,1.029699683189392
1000,1.798113465309143,1.0260988473892212
1200,1.7850065231323242,1.023466944694519
1400,1.7827000617980957,1.0244275331497192
1600,1.768829345703125,1.023345947265625
1800,1.7393743991851807,1.0267337560653687
2000,1.7356555461883545,1.0259934663772583
2200,1.69956636428833,1.027518391609192
2400,1.6224720478057861,1.025620460510254
2600,1.502195119857788,1.0234845876693726
2800,1.4177541732788086,1.01921546459198
3000,1.3606741428375244,1.0206797122955322
3200,1.297168493270874,1.021913766860962
3400,1.258558988571167,1.013439416885376
3600,1.2206072807312012,1.002873420715332
3800,1.182305097579956,0.9853891730308533
4000,1.1404120922088623,0.9693134427070618
4200,1.121941089630127,0.9540578722953796
4400,1.0952609777450562,0.9386889934539795
4600,1.0565073490142822,0.9169555902481079
4800,1.0212376117706299,0.9065179824829102
5000,0.9939835071563721,0.8831800818443298
5200,0.9725010395050049,0.8582406044006348
5400,0.9321370124816895,0.8301780223846436
5600,0.9236581325531006,0.7989996075630188
5800,0.9021968841552734,0.7660325765609741
6000,0.8691445589065552,0.7232046127319336
6200,0.8538145422935486,0.6714851260185242
6400,0.8285433650016785,0.6143465638160706
6600,0.8115658760070801,0.5772872567176819
6800,0.7942947149276733,0.5484074354171753
7000,0.761802077293396,0.5244405269622803
7200,0.7312284708023071,0.5002235174179077
7400,0.7144810557365417,0.46924275159835815
7600,0.6640719175338745,0.44109779596328735
7800,0.553166389465332,0.4174953103065491
8000,0.3621504306793213,0.3954837918281555
8200,0.24782119691371918,0.3765006363391876
8400,0.18588116765022278,0.36436575651168823
8600,0.15244808793067932,0.3495749235153198
8800,0.1274479776620865,0.3264959156513214
9000,0.11614460498094559,0.29838284850120544
9200,0.10047285258769989,0.2753327786922455
9400,0.09227249771356583,0.2506673038005829
9600,0.08618051558732986,0.2342863529920578
9800,0.0778871551156044,0.22428809106349945
10000,0.0689142644405365,0.2068038433790207
10200,0.06489980220794678,0.19446390867233276
10400,0.06143704056739807,0.1879192441701889
10600,0.053762007504701614,0.17601530253887177
10800,0.04762493446469307,0.1658858060836792
11000,0.04350628703832626,0.16071879863739014
11200,0.039684608578681946,0.15385141968727112
11400,0.03549083322286606,0.14847645163536072
11600,0.03248568996787071,0.1438867300748825
11800,0.030033517628908157,0.13892096281051636
12000,0.029785659164190292,0.13416792452335358
12200,0.02622542716562748,0.12956315279006958
12400,0.02536243386566639,0.12713950872421265
12600,0.023305099457502365,0.12498515844345093
12800,0.02194669470191002,0.12323856353759766
13000,0.018505465239286423,0.12158599495887756
13200,0.015970245003700256,0.11797228455543518
13400,0.016820844262838364,0.11530089378356934
13600,0.01658680848777294,0.11459772288799286
13800,0.015497944317758083,0.11091209203004837
14000,0.014826077967882156,0.11017276346683502
14200,0.01189464796334505,0.10728819668292999
14400,0.01152801513671875,0.10462615638971329
14600,0.010788901709020138,0.10192877799272537
14800,0.01048174500465393,0.09978220611810684
15000,0.010876942425966263,0.09889576584100723
15200,0.010017341934144497,0.09609474986791611
15400,0.009058556519448757,0.09346327930688858
15600,0.008548256941139698,0.09225891530513763
15800,0.007676888257265091,0.09064371138811111
16000,0.007953217253088951,0.08782897144556046
16200,0.007623209152370691,0.08678539842367172
16400,0.006849200464785099,0.08544538915157318
16600,0.007657836657017469,0.08437032997608185
16800,0.006910975091159344,0.08310624957084656
17000,0.00612638471648097,0.08142726868391037
17200,0.006564029958099127,0.08062443882226944
17400,0.0057809180580079556,0.07944290339946747
17600,0.006319467443972826,0.07892648875713348
17800,0.006052802782505751,0.077985979616642
18000,0.005418107379227877,0.07727903872728348
18200,0.005147499032318592,0.07662372291088104
18400,0.005620197858661413,0.07622554153203964
18600,0.005453798454254866,0.07598452270030975
18800,0.005444019567221403,0.07582402974367142
19000,0.005091044120490551,0.07563608139753342
19200,0.005219454877078533,0.0753314420580864
19400,0.005153823643922806,0.07524079084396362
19600,0.00479517225176096,0.0751984640955925
19800,0.00530253816395998,0.07517413794994354
19999,0.005155450664460659,0.07516594976186752
